S.No,Language,School,Gender,Age,RuralOrUrban,Family Size,Parent's Cohabitation,Mother's Education,Father's Education,Mother's job ,Father's job,Reason to choose this school,Guardian,Traveltime ,Studytime,Failures ,School educational support,Family educational support,extra paid classes,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade ,final grade ,School educational support_Lag1,School educational support_Lag2,Family educational support_Lag1,Family educational support_Lag2,extra paid classes_Lag1,extra paid classes_Lag2,Total Grade
583,Portugese,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2.5,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,no,no,yes,yes,no,no,13.25
584,Portugese,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,no,no,no,yes,no,no,14.5
585,Portugese,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2.5,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,no,no,yes,no,no,no,10.75
586,Portugese,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2.5,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,no,no,no,yes,no,no,13.25
587,Portugese,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2.5,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,no,no,no,no,no,no,10
588,Portugese,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,no,no,no,no,no,no,10.25
589,Portugese,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,no,no,yes,no,no,no,12
590,Portugese,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,no,no,yes,yes,yes,no,10.75
591,Portugese,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,no,no,yes,yes,yes,yes,12.25
592,Portugese,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2.5,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,no,no,no,yes,no,yes,17.25
593,Portugese,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,no,no,yes,no,no,no,13.75
594,Portugese,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,no,no,yes,yes,no,no,15.25
595,Portugese,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,no,no,yes,yes,no,no,13
596,Portugese,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,no,no,yes,yes,no,no,10.25
597,Portugese,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,no,no,yes,yes,no,no,14.75
598,Portugese,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2.5,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,no,no,no,yes,no,no,13.25
599,Portugese,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2.5,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,no,no,yes,no,no,no,9.5
600,Portugese,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2.5,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,no,no,no,yes,no,no,12.5
601,Portugese,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,no,no,no,no,no,no,11.75
602,Portugese,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2.5,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,no,no,no,no,no,no,11.25
603,Portugese,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,no,no,no,no,no,no,10.25
604,Portugese,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,no,no,yes,no,no,no,12.25
605,Portugese,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,no,no,no,yes,no,no,15.25
606,Portugese,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,no,no,no,no,no,no,13.5
607,Portugese,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,no,no,no,no,no,no,11.25
608,Portugese,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,no,no,yes,no,no,no,15.25
609,Portugese,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,no,no,yes,yes,no,no,10.75
610,Portugese,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,no,no,yes,yes,no,no,14.5
611,Portugese,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2.5,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,no,no,yes,yes,no,no,11.75
612,Portugese,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2.5,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,yes,no,yes,yes,no,no,14.75
613,Portugese,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,no,yes,yes,yes,no,no,13
614,Portugese,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,11,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,no,no,yes,yes,no,no,13
615,Portugese,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,7.5,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,no,no,yes,yes,no,no,8.25
616,Portugese,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,no,no,yes,yes,yes,no,11.5
617,Portugese,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,no,no,yes,yes,no,yes,14.75
618,Portugese,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,no,no,no,yes,no,no,12.75
619,Portugese,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,7.5,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,no,no,yes,no,no,no,11.75
620,Portugese,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,11,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,no,no,yes,yes,no,no,12
621,Portugese,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,no,no,yes,yes,no,no,12.25
622,Portugese,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2.5,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,no,no,yes,yes,no,no,13
623,Portugese,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,yes,no,yes,yes,no,no,11.25
624,Portugese,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,no,yes,yes,yes,no,no,11.25
625,Portugese,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2.5,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,no,no,yes,yes,no,no,15
626,Portugese,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2.5,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,no,no,no,yes,no,no,10
627,Portugese,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2.5,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,no,no,no,no,no,no,10
628,Portugese,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,no,no,yes,no,no,no,12.75
629,Portugese,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,no,no,yes,yes,no,no,12.5
630,Portugese,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,no,no,yes,yes,no,no,10.75
631,Portugese,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,7.5,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,no,no,yes,yes,no,no,12
632,Portugese,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2.5,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,no,no,yes,yes,no,no,13.5
633,Portugese,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2.5,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,yes,no,no,yes,no,no,9.75
634,Portugese,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,7.5,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,no,yes,yes,no,yes,no,15.75
635,Portugese,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,no,no,yes,yes,no,yes,8
636,Portugese,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2.5,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,no,no,no,yes,no,no,17.25
637,Portugese,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2.5,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,no,no,no,no,no,no,10.75
638,Portugese,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2.5,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,no,no,yes,no,no,no,10.25
639,Portugese,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,7.5,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,yes,no,yes,yes,no,no,15.5
640,Portugese,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,no,yes,no,yes,no,no,12.5
641,Portugese,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,no,no,no,no,no,no,12.75
642,Portugese,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2.5,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,no,no,yes,no,no,no,13
643,Portugese,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,yes,no,yes,yes,no,no,13.5
644,Portugese,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2.5,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,no,yes,yes,yes,no,no,9
645,Portugese,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,7.5,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,no,no,yes,yes,no,no,12
646,Portugese,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2.5,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,no,no,no,yes,no,no,16
647,Portugese,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,no,no,no,no,no,no,9.75
648,Portugese,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,no,no,no,no,no,no,13.25
649,Portugese,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2.5,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,no,no,no,no,no,no,10
650,Portugese,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2.5,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,no,no,yes,no,no,no,9.25
651,Portugese,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,no,no,yes,yes,no,no,7.25
652,Portugese,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,no,no,no,yes,no,no,7.75
653,Portugese,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,no,no,yes,no,no,no,9
654,Portugese,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2.5,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,no,no,yes,yes,no,no,14.5
655,Portugese,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,no,no,no,yes,no,no,10.25
656,Portugese,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,no,no,yes,no,no,no,11.25
657,Portugese,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2.5,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,no,no,no,yes,no,no,13
658,Portugese,GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,no,no,no,no,no,no,8.5
659,Portugese,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2.5,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,no,no,yes,no,no,no,7.75
660,Portugese,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,no,no,no,yes,no,no,10
661,Portugese,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,7.5,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,no,no,yes,no,no,no,14.75
662,Portugese,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2.5,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,no,no,no,yes,no,no,14.25
663,Portugese,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2.5,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,no,no,yes,no,no,no,15
664,Portugese,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2.5,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,no,no,no,yes,no,no,12
665,Portugese,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,no,no,yes,no,no,no,14.5
666,Portugese,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,no,no,no,yes,no,no,14.75
667,Portugese,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,no,no,no,no,yes,no,11.5
668,Portugese,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,7.5,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,no,no,yes,no,yes,yes,14.25
669,Portugese,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,no,no,no,yes,no,yes,11
670,Portugese,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2.5,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,no,no,yes,no,no,no,9.75
671,Portugese,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,7.5,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,yes,no,no,yes,no,no,11
672,Portugese,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,no,yes,yes,no,no,no,15.75
673,Portugese,GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2.5,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,no,no,no,yes,no,no,10.75
674,Portugese,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,no,no,yes,no,no,no,11.75
675,Portugese,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,no,no,no,yes,no,no,6.25
676,Portugese,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,no,no,no,no,no,no,9.75
677,Portugese,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,no,no,yes,no,no,no,11.25
678,Portugese,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,no,no,no,yes,no,no,7.25
679,Portugese,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2.5,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,no,no,no,no,no,no,10
680,Portugese,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,yes,no,yes,no,no,no,6.75
681,Portugese,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,no,yes,no,yes,no,no,12.75
682,Portugese,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,no,no,no,no,no,no,12.5
683,Portugese,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,no,no,no,no,no,no,9.75
684,Portugese,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2.5,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,no,no,yes,no,no,no,12.5
685,Portugese,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,11,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,no,no,yes,yes,no,no,15.75
686,Portugese,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,no,no,yes,yes,no,no,10.5
687,Portugese,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2.5,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,no,no,yes,yes,no,no,10.75
688,Portugese,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,no,no,no,yes,no,no,12.75
689,Portugese,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,7.5,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,no,no,yes,no,no,no,12.75
690,Portugese,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2.5,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,no,no,yes,yes,no,no,12
691,Portugese,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,yes,no,no,yes,no,no,13
692,Portugese,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,no,yes,yes,no,no,no,16
693,Portugese,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,no,no,no,yes,no,no,9.75
694,Portugese,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,11,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,no,no,no,no,no,no,11.25
695,Portugese,GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2.5,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,no,no,no,no,no,no,11.5
696,Portugese,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,no,no,yes,no,yes,no,15
697,Portugese,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2.5,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,no,no,yes,yes,no,yes,10.5
698,Portugese,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,7.5,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,no,no,yes,yes,no,no,11.25
699,Portugese,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,7.5,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,no,no,no,yes,no,no,13.25
700,Portugese,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,no,no,no,no,no,no,12.25
701,Portugese,GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,no,no,yes,no,no,no,8.5
702,Portugese,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,no,no,no,yes,no,no,15.75
703,Portugese,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,no,no,yes,no,no,no,12.5
704,Portugese,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2.5,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,no,no,no,yes,no,no,11.25
705,Portugese,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,no,no,no,no,no,no,12.5
706,Portugese,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2.5,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,no,no,yes,no,no,no,9.25
707,Portugese,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,no,no,yes,yes,no,no,11.75
708,Portugese,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,11,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,no,no,yes,yes,no,no,16
709,Portugese,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2.5,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,no,no,yes,yes,no,no,13
710,Portugese,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2.5,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,no,no,yes,yes,no,no,17.25
711,Portugese,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,no,no,yes,yes,no,no,14.5
712,Portugese,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,no,no,yes,yes,no,no,15.75
713,Portugese,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2.5,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,no,no,yes,yes,no,no,12
714,Portugese,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2.5,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,yes,no,yes,yes,no,no,10.25
715,Portugese,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,no,yes,no,yes,no,no,11.75
716,Portugese,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2.5,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,no,no,no,no,no,no,13
717,Portugese,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,yes,no,yes,no,no,no,14.5
718,Portugese,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2.5,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,no,yes,yes,yes,no,no,9.25
